	origin_source_name	origin_entity_id	tamr_id	address	DOB	billingNumber	customerID	email	firstName	lastName	name	phoneNum	city	gender	state	zip	streetAddress	last_purchase_date	sales	phone_number_extracted	state_descriptive	accountDate
0	Globex_Store_Customers	2777	-1494959100959178024	['65 Warblr Pas, Indianapolis, IN 46216']	['4/10/91']		['2777']	['a.berry@hotmail.com']	['Allyn ']	['Berry']	['Allyn Berry']	[None]	['Indianapolis']		['IN']	['46216']	['65 Warbler Pass']		476.35			
1	Globex_Store_Customers	2777	-1494959100959178024	['65 Warblr Pas, Indianapolis, IN 46216']	['4/10/91']		['2777']	['a.berry@hotmail.com']	['Allyn ']	['Berry']	['Allyn Berry']	[None]	['Indianapolis']		['IN']	['46216']	['65 Warbler Pass']		476.35			
2	Universal_Exports_Instore	1019180	-3372476110766702389	['65 Warbler Pass, Indianapolis, IN 46216']	['04/10/1991']	['5602245135552433152']	['1019180']	['aberry3j@gravatar.com']	['Allen']	['Berry']	['Allen Berry']	['1-(317)205-1272']	['Indianapolis']	['Male']	['IN']	['46216']	['65 Warbler Pass']		456.63	['13172051272']		['01/03/2014']
3	Globex_Store_Customers	2777	-1494959100959178024	['65 Warblr Pas, Indianapolis, IN 46216']	['4/10/91']		['2777']	['a.berry@hotmail.com']	['Allyn ']	['Berry']	['Allyn Berry']	[None]	['Indianapolis']		['IN']	['46216']	['65 Warbler Pass']		476.35			
4	Universal_Exports_Instore	1019180	-3372476110766702389	['65 Warbler Pass, Indianapolis, IN 46216']	['04/10/1991']	['5602245135552433152']	['1019180']	['aberry3j@gravatar.com']	['Allen']	['Berry']	['Allen Berry']	['1-(317)205-1272']	['Indianapolis']	['Male']	['IN']	['46216']	['65 Warbler Pass']		456.63	['13172051272']		['01/03/2014']
5	Universal_Exports_Online	2793	-5458066669385996110	['65 Warblr Pas, Indianapolis, IN 46216']			['2793']		['Allyn']	['Berry']	['Allyn Berry']	['']	['Indianapolis']		['IN']	['46216']	['65 Warbler Pass']		602.48	['']		
6	Globex_Store_Customers	2777	-1494959100959178024	['65 Warblr Pas, Indianapolis, IN 46216']	['4/10/91']		['2777']	['a.berry@hotmail.com']	['Allyn ']	['Berry']	['Allyn Berry']	[None]	['Indianapolis']		['IN']	['46216']	['65 Warbler Pass']		476.35			
7	Universal_Exports_Instore	1019180	-3372476110766702389	['65 Warbler Pass, Indianapolis, IN 46216']	['04/10/1991']	['5602245135552433152']	['1019180']	['aberry3j@gravatar.com']	['Allen']	['Berry']	['Allen Berry']	['1-(317)205-1272']	['Indianapolis']	['Male']	['IN']	['46216']	['65 Warbler Pass']		456.63	['13172051272']		['01/03/2014']
8	Universal_Exports_Online	2793	-5458066669385996110	['65 Warblr Pas, Indianapolis, IN 46216']			['2793']		['Allyn']	['Berry']	['Allyn Berry']	['']	['Indianapolis']		['IN']	['46216']	['65 Warbler Pass']		602.48	['']		
9	Universal_Exports_Online	2784	-5750849436681447248	['65 Warbler Pass, Indianapolis, IN 46216']			['2784']		['Alyn']	['Berry']	['Alyn Berry']	['1-(317)205-1272']	['Indianapolis']		['IN']	['46216']	['65 Warbler Pass']		300.65	['13172051272']		
10	Globex_Store_Customers	2777	-1494959100959178024	['65 Warblr Pas, Indianapolis, IN 46216']	['4/10/91']		['2777']	['a.berry@hotmail.com']	['Allyn ']	['Berry']	['Allyn Berry']	[None]	['Indianapolis']		['IN']	['46216']	['65 Warbler Pass']		476.35			
11	Universal_Exports_Instore	1019180	-3372476110766702389	['65 Warbler Pass, Indianapolis, IN 46216']	['04/10/1991']	['5602245135552433152']	['1019180']	['aberry3j@gravatar.com']	['Allen']	['Berry']	['Allen Berry']	['1-(317)205-1272']	['Indianapolis']	['Male']	['IN']	['46216']	['65 Warbler Pass']		456.63	['13172051272']		['01/03/2014']
12	Universal_Exports_Online	2793	-5458066669385996110	['65 Warblr Pas, Indianapolis, IN 46216']			['2793']		['Allyn']	['Berry']	['Allyn Berry']	['']	['Indianapolis']		['IN']	['46216']	['65 Warbler Pass']		602.48	['']		
